scrape_date,category,title,price,location,size_m2,rooms,url,source,page,source_file,price_numeric,size_numeric,rooms_numeric,price_per_m2,log_price,is_sale
20260120,apt_rent,Lovely apartment for rent in La Marsa. Area of 160 m². With...,"4,500 TND",N/A,160 m²,2.0,N/A,mubawab_ultra,10,mubawab_max_apt_rent.csv,4500.0,160.0,2.0,28.125,8.412054873292933,False
20260120,apt_rent,Apartment for rent in Dar Fadhal. 2 comfortable rooms. Parki...,"1,400 TND",N/A,120 m²,2.0,N/A,mubawab_ultra,10,mubawab_max_apt_rent.csv,1400.0,120.0,2.0,11.666666666666666,7.244941546337007,False
20260120,apt_rent,Rent an apartment in Chotrana 1. 1 lovely room. Storage unit...,"1,200 TND",N/A,65 m²,1.0,N/A,mubawab_ultra,10,mubawab_max_apt_rent.csv,1200.0,65.0,1.0,18.46153846153846,7.0909098220799835,False
20260120,apt_rent,Flat for rent in Les Jardins de Carthage. Surface area 157 m...,"1,900 TND",N/A,157 m²,3.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1900.0,157.0,3.0,12.101910828025478,7.550135342488429,False
20260120,apt_rent,Apartment for rent in Les Berges Du Lac 1.4 lovely rooms. Re...,"5,500 TND",N/A,350 m²,4.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,5500.0,350.0,4.0,15.714285714285714,8.612685172875459,False
20260120,apt_rent,Great apartment for rent in Cité Du Stade. 1 room. Cellar,"2,000 TND",N/A,65 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,2000.0,65.0,1.0,30.76923076923077,7.601402334583733,False
20260120,apt_rent,Flat for rent in Hammamet Nord. 4 large living areas. Cellar,"1,600 TND",N/A,150 m²,3.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1600.0,150.0,3.0,10.666666666666666,7.3783837129967145,False
20260120,apt_rent,Apartment for rent in Yasmine Hammamet. Dimension 150 m². Ca...,"2,000 TND",N/A,150 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,2000.0,150.0,2.0,13.333333333333334,7.601402334583733,False
20260120,apt_rent,Rent an apartment in Les Jardins de Carthage. 2 rooms. Well...,"2,000 TND",N/A,110 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,2000.0,110.0,2.0,18.181818181818183,7.601402334583733,False
20260120,apt_rent,"Rent an apartment in Hammamet. 1 Room. Sea view, double glaz...","2,800 TND",N/A,200 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,2800.0,200.0,1.0,14.0,7.937731775260109,False
20260120,apt_rent,JINENE SOUKRA: Luxury and Comfort at Chotrana 3,"390,000 TND",N/A,N/A,N/A,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,390000.0,,,,12.873904582205107,False
20260120,apt_rent,Apartment for rent in La Soukra. Surface area 70 m². Lift an...,"1,100 TND",N/A,70 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1100.0,70.0,1.0,15.714285714285714,7.00397413672268,False
20260120,apt_rent,Lovely apartment for rent in Les Jardins de Carthage. 1 Room...,"1,450 TND",N/A,80 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1450.0,80.0,1.0,18.125,7.280008252884188,False
