page,title,price,location,listing_date,url,price_num,type,bedrooms,location_clean,age_hours
2,a vendre s+1 s+2 s+3 direct promoteur a laouina,193000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-s3-direct-promoteur-a-laouina/696f63dc18135599092451e6/,193000.0,sale,,Tunis,0.48333333333333334
2,À VENDRE :Centre Médical à Ain Zaghouan ( Direct Promoteur ),180000 DT,Tunis,29 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-centre-mdical-ain-zaghouan-direct-promoteur-/696f63d42838b4e20246da1c/,180000.0,sale,,Tunis,0.48333333333333334
2,🏡 À VENDRE – APPARTEMENT S+1 À AIN ZAGHOUAN surface 77 m2,258000 DT,Tunis,30 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-appartement-s1-ain-zaghouan-surface-77-m2/696f639418135599092451d4/,258000.0,sale,,Tunis,0.5
2,🏠 À VENDRE |s+1 S+2 & S+3 – Haut Standing sur plan 📍jardins de carthage,360000 DT,Tunis,32 minutes ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-vendre-s1-s2-s3-haut-standing-sur-plan-jardins-de-carthage/696f633318135599092451b4/,360000.0,sale,,Tunis,0.5333333333333333
2,"🏡 À VENDRE | Appartements S+1, S+2 & S+3 – Sur Plan 📍 Nouvelle Soukra | pre €£¥ ain zaghouan",208000 DT,Tunis,33 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-s3-sur-plan-nouvelle-soukra-pre-ain-zaghouan/696f630618135599092451a8/,208000.0,sale,,Tunis,0.55
2,🏠 À VENDRE | S+2 & S+3 – Haut Standing 📍 Nouvelle Soukra | 🗓️ Clés : fin 2025 💰,360000 DT,Tunis,34 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-s3-haut-standing-nouvelle-soukra-cls-fin-2025/696f62c32838b4e20246d9b8/,360000.0,sale,,Tunis,0.5666666666666667
2,À VENDRE : Des appartements S+2 & S+3 Haut standing situés à La Nouvelle Soukra,360000 DT,Tunis,35 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s2-s3-haut-standing-situs-la-nouvelle-soukra/696f62861813559909245183/,360000.0,sale,,Tunis,0.5833333333333334
3,🏡 À Vendre – Appartements S+1 & S+2 Haut Standing – Ain Zaghouan | Direct Promoteur,3500 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-haut-standing-ain-zaghouan-direct-promoteur/696f62512838b4e20246d98a/,3500.0,sale,,Tunis,0.6
3,A VENDRE : Des Appartements & Duplex – Direct Promoteur | La Soukra,290000 DT,Ariana,36 minutes ago,https://www.tayara.tn/item/appartements/ariana/la-soukra/a-vendre-des-appartements-duplex-direct-promoteur-la-soukra/696f624dcfcddb325c09ca54/,290000.0,sale,,Ariana,0.6
3,À Vendre : Un spacieux appartement S+2 (Direct Promoteur) à La Nouvelle Soukra,289000 DT,Tunis,36 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-un-spacieux-appartement-s2-direct-promoteur-la-nouvelle-soukra/696f623acfcddb325c09ca4a/,289000.0,sale,,Tunis,0.6
3,🏡 À VENDRE – S+2 Direct Promoteur à Laouina,381002 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-direct-promoteur-laouina/696f6204cfcddb325c09ca3b/,381002.0,sale,,Tunis,0.6166666666666667
3,"À VENDRE : Des appartements S+1, S+2 et S+3 situés à La Nouvelle Soukra ( Direct promoteur )",220000 DT,Tunis,37 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-et-s3-situs-la-nouvelle-soukra-direct-promoteur-/696f61f6cfcddb325c09ca33/,220000.0,sale,,Tunis,0.6166666666666667
3,À VENDRE – Appartement S+3 à Jardins de Laouina (Tunis),397000 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s3-jardins-de-laouina-tunis/696f61e8cfcddb325c09ca2d/,397000.0,sale,,Tunis,0.6333333333333333
3,a vendre s+1 s+2 s+3 sur plan remise de cle 2028,216000 DT,Tunis,38 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-s1-s2-s3-sur-plan-remise-de-cle-2028/696f61c4cfcddb325c09ca1e/,216000.0,sale,,Tunis,0.6333333333333333
3,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Cité Wahat.",216000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-cit-wahat/696f61a4181355990924513d/,216000.0,sale,,Tunis,0.65
3,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) à La Nouvelle Soukra",218000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-des-appartements-s1-s2-s3-direct-promoteur-la-nouvelle-soukra/696f6191cfcddb325c09ca0a/,218000.0,sale,,Tunis,0.65
3,🏡 À Vendre – S+2 Direct Promoteur à Ain Zaghouan résidence avec salle de sport,382000 DT,Tunis,39 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s2-direct-promoteur-ain-zaghouan-rsidence-avec-salle-de-sport/696f6189cfcddb325c09ca07/,382000.0,sale,,Tunis,0.65
3,🗽 🗽 À VENDRE | Appartements S+1 & S+2 jamais habité – Direct Promoteur 🗽laouina 📍,248000 DT,Tunis,40 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-s1-s2-jamais-habit-direct-promoteur-laouina-/696f6149cfcddb325c09c9f5/,248000.0,sale,,Tunis,0.6666666666666666
3,a vendre : Appartement S+3 à L’Aouina – Cité Wahat,268000 DT,Tunis,41 minutes ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-appartement-s3-laouina-cit-wahat/696f61292838b4e20246d932/,268000.0,sale,,Tunis,0.6833333333333333
3,"A VENDRE : Des Appartements S+1 , S+2 , S+3 (Direct Promoteur) à La Nouvelle Soukra",205000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-des-appartements-s1-s2-s3-direct-promoteur-la-nouvelle-soukra/696f5fe7cfcddb325c09c98e/,205000.0,sale,,Tunis,0.0
3,vente S+3 Cité Les Roses Ariana,159000 DT,Ariana,an hour ago,https://www.tayara.tn/item/appartements/ariana/ariana/vente-s3-cit-les-roses-ariana/6911c086145e1617cba23bef/,159000.0,sale,,Ariana,0.0
3,"🏡 Appartement à vendre – Les Palmerais, Tunis",240000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-appartement-vendre-les-palmerais-tunis/696cb7032838b4e20245f536/,240000.0,sale,,Tunis,0.0
4,"🏡 Appartement à vendre – Les Palmerais, Tunis",240000 DT,Tunis,an hour ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-appartement-vendre-les-palmerais-tunis/696cb7032838b4e20245f536/,240000.0,sale,,Tunis,0.0
4,"À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Ain Zaghouan",266680 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouen/-vendre-des-appartements-s1-s2-s3-direct-promoteur-situ-ain-zaghouan/696533940fe250585263b650/,266680.0,sale,,Tunis,2.0
5,Terrain a vendre à Kerkouane Kelibia Nabeul,60000 DT,Nabeul,2 hours ago,https://www.tayara.tn/item/terrains-et-fermes/nabeul/klibia/terrain-a-vendre-kerkouane-kelibia-nabeul/696f4fec2838b4e20246d29c/,60000.0,sale,,Nabeul,2.0
5,📍 ENNASR 2 : APPARTEMENT S+3 À VENDRE,450000 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/-ennasr-2-appartement-s3-vendre/696f4d7a2838b4e20246d1cd/,450000.0,sale,,Ariana,2.0
7,appartement S+3 de 141 m² à Nouvelle Médina - Vente directe promoteur,371 DT,Ben Arous,2 hours ago,https://www.tayara.tn/item/appartements/ben-arous/medina-jedida/appartement-s3-de-141-m-nouvelle-mdina-vente-directe-promoteur/69467108cd04d08be74dfdf7/,371.0,sale,,Ben Arous,2.0
7,appartement S+2 de 116 m² à Nouvelle Médina - Vente directe promoteur,280000 DT,tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/tunis/appartement-s2-de-116-m-nouvelle-mdina-vente-directe-promoteur/6945916bcd04d08be74db7e0/,280000.0,sale,,Tunis,2.0
7,RIADH EL ANDALOUS : TERRAIN À VENDRE,569000 DT,Ariana,2 hours ago,https://www.tayara.tn/item/terrains-et-fermes/ariana/riadh-andalous/riadh-el-andalous-terrain-vendre/696f49802dfbb8171c4b58b0/,569000.0,sale,,Ariana,2.0
7,MENZAH 7 BIS: APPARTEMENT S+1 À VENDRE,175000 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/el-menzah-7/menzah-7-bis-appartement-s1-vendre/696f493e2838b4e20246d08f/,175000.0,sale,,Ariana,2.0
7,MENZAH 9 – TERRAIN À VENDRE L’agence #MON_RESEAU vous,950000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/terrains-et-fermes/tunis/el-menzah-9/menzah-9-terrain-vendrelagence-monreseau-vous/696f49172838b4e20246d086/,950000.0,sale,,Tunis,2.0
7,📍ENNASR 1 : APPARTEMENT S+1 A VENDRE,185000 DT,Ariana,2 hours ago,https://www.tayara.tn/item/appartements/ariana/ennasr/ennasr-1-appartement-s1-a-vendre/696f48a62dfbb8171c4b5868/,185000.0,sale,,Ariana,2.0
8,A Vendre Villa pied dans l'eau à Ras Jebel,900000 DT,Bizerte,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/bizerte/ras-jebel/a-vendre-villa-pied-dans-leau-ras-jebel/690a8ec66490817594e3b575/,900000.0,sale,,Bizerte,2.0
8,A Vendre chic Appartement S+3 à Ras Jebel,230000 DT,Bizerte,2 hours ago,https://www.tayara.tn/item/appartements/bizerte/ras-jebel/a-vendre-chic-appartement-s3-ras-jebel/68a9a15682a3d05f2390378d/,230000.0,sale,,Bizerte,2.0
8,📍 CITE EZZOUHOUR 4 - TUNIS : ETAGE DE VILLA À VENDRE AVEC CERTIFICAT DE PROPRIÉTÉ,250000 DT,Tunis,2 hours ago,https://www.tayara.tn/item/appartements/tunis/ezzouhour/-cite-ezzouhour-4-tunis-etage-de-villa-vendre-avec-certificat-de-proprit/696f4826181355990924484f/,250000.0,sale,,Tunis,2.0
8,Terrain à vendre à les Grottes Bizerte -vue de mer,390000 DT,Bizerte,2 hours ago,https://www.tayara.tn/item/terrains-et-fermes/bizerte/bizerte-nord/terrain-vendre-les-grottes-bizerte-vue-de-mer/68079db6c5beda2b51cd0c8d/,390000.0,sale,,Bizerte,2.0
8,A vendre belle villa à Lehmari Rafraf,340000 DT,Bizerte,2 hours ago,https://www.tayara.tn/item/maisons-et-villas/bizerte/ras-jebel/a-vendre-belle-villa-lehmari-rafraf/68f89652d0d95991e1025583/,340000.0,sale,,Bizerte,2.0
8,Superbe villa à vendre à Manzel jemil Bizerte,750000 DT,Bizerte,3 hours ago,https://www.tayara.tn/item/maisons-et-villas/bizerte/menzel-jemil/superbe-villa-vendre-manzel-jemil-bizerte/6968abcd2838b4e202447e61/,750000.0,sale,,Bizerte,3.0
8,📍 RIADH EL ANDALOUS : APPARTEMENT S+2 À VENDRE,245000 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/riadh-andalous/-riadh-el-andalous-appartement-s2-vendre/696f4793181355990924481a/,245000.0,sale,,Ariana,3.0
8,📍ENNASR 2 : APPARTEMENT S+1 A VENDRE,225000 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/cit-ennasr-2/ennasr-2-appartement-s1-a-vendre/696f47041e1efe5ccc6ed0f4/,225000.0,sale,,Ariana,3.0
8,📍 GHAZELA – UNE VILLA S+4 À VENDRE,570000 DT,Ariana,3 hours ago,https://www.tayara.tn/item/maisons-et-villas/ariana/ghazela/-ghazela-une-villa-s4-vendre/696f46d618135599092447d3/,570000.0,sale,,Ariana,3.0
8,🛑 OPPORTUNITÉ NE PAS RATER 📍 FRANCE VILLE – VILLA S+7 FAISANT L’ANGLE À VENDRE,950000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/el-omrane/-opportunit-ne-pas-rater-france-ville-villa-s7-faisant-langle-vendre/696f46882838b4e20246cf84/,950000.0,sale,,Tunis,3.0
9,A vendre S+1 a Ariana Soghra,215000 DT,Ariana,3 hours ago,https://www.tayara.tn/item/appartements/ariana/ariana-essoughra/a-vendre-s1-a-ariana-soghra/692d6a57145e1617cbaeaf30/,215000.0,sale,,Ariana,3.0
9,"A Vendre Un Terrain De 6,75 Hectares A Bir Mcherga",385000 DT,Zaghouan,3 hours ago,https://www.tayara.tn/item/terrains-et-fermes/zaghouan/bir-mchergua/a-vendre-un-terrain-de-675-hectares-a-bir-mcherga/6957f2788914daae51a554e7/,385000.0,sale,,Zaghouan,3.0
9,À Vendre Ferme à Bir Bouregba de 4.1 hectares,650000 DT,tunis,3 hours ago,https://www.tayara.tn/item/terrains-et-fermes/tunis/tunis/-vendre-ferme-bir-bouregba-de-41-hectares/694a663d8914daae51a017ec/,650000.0,sale,,Tunis,3.0
9,🏡 Appartements S+1 & S+2 Neufs – Vente Direct Promoteur 🏡,248000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-appartements-s1-s2-neufs-vente-direct-promoteur-/696f3dcc2838b4e20246cc78/,248000.0,sale,,Tunis,3.0
10,🏡 Appartements S+1 & S+2 Neufs – Vente Direct Promoteur 🏡,248000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-appartements-s1-s2-neufs-vente-direct-promoteur-/696f3dcc2838b4e20246cc78/,248000.0,sale,,Tunis,3.0
10,À vendre S+1 / S+2 / S+3sur plan - Remise des clés fin 2027 Salle de sport équipé Piscine collective,217000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-s1-s2-s3sur-plan-remise-des-cls-fin-2027-salle-de-sport-quip-piscine-collective/696f3dc12838b4e20246cc6e/,217000.0,sale,,Tunis,3.0
10,🌸 À VENDRE – Appartement S+1 | Jamais Habité 🌸 📍 Cité Wahat,215000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartement-s1-jamais-habit-cit-wahat/696f3db9181355990924449b/,215000.0,sale,,Tunis,3.0
10,À vendre – Appartements & Duplex sur plan,168000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/-vendre-appartements-duplex-sur-plan/696f3da22838b4e20246cc5b/,168000.0,sale,,Tunis,3.0
10,🏡 À Vendre – S+3 à Jardins de Carthage avec Parking Sous-Sol & Cellier,740000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/carthage/-vendre-s3-jardins-de-carthage-avec-parking-soussol-cellier/696f3b9e18135599092443a3/,740000.0,sale,,Tunis,3.0
10,A VENDRE UN APPARTEMENT S2 A LA NOUVELLE SOUKRA,330000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-un-appartement-s2-a-la-nouvelle-soukra/696f3acd2838b4e20246cb32/,330000.0,sale,2,Tunis,3.0
10,A VENDRE APPARTEMENT S1 A CITEE EL WAHAT,185000 DT,Tunis,3 hours ago,https://www.tayara.tn/item/appartements/tunis/l-aouina/a-vendre-appartement-s1-a-citee-el-wahat/696f3aae181355990924435c/,185000.0,sale,1,Tunis,3.0
10,maison à vendre,85000 DT,Ariana,4 hours ago,https://www.tayara.tn/item/maisons-et-villas/ariana/raoued/maison-vendre/696f389418135599092442d3/,85000.0,sale,,Ariana,4.0
11,A Vendre une villa jamais habité à cité Khalil La Marsa,850000 DT,Tunis,5 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/la-marsa/a-vendre-une-villa-jamais-habit-cit-khalil-la-marsa/68dfa31ee7035d31a40e3df5/,850000.0,sale,,Tunis,5.0
11,Un bâtiment avec des locaux à vendre,3000000 DT,Ariana,8 hours ago,https://www.tayara.tn/item/magasins%2c-commerces-et-locaux-industriels/ariana/mnihla/un-btiment-avec-des-locaux-vendre/696ef6752838b4e20246c1a7/,3000000.0,sale,,Ariana,8.0
11,Vente villa a Ezzahra 2 etages,750000 DT,Ben Arous,10 hours ago,https://www.tayara.tn/item/maisons-et-villas/ben-arous/ezzahra/vente-villa-a-ezzahra-2-etages/696ed9b11813559909243755/,750000.0,sale,,Ben Arous,10.0
11,Deux maisons avec jardin et garage à vendre – Radès,600000 DT,Ben Arous,15 hours ago,https://www.tayara.tn/item/maisons-et-villas/ben-arous/rads/deux-maisons-avec-jardin-et-garage-vendre-rads/696e99ca2838b4e20246ad3a/,600000.0,sale,,Ben Arous,15.0
12,Terrain à vendre 250m Hammamet Sud - Salloum أرض للبيع,30000 DT,Nabeul,17 hours ago,https://www.tayara.tn/item/terrains-et-fermes/nabeul/autres-villes/terrain-vendre-250m-hammamet-sud-salloum-/696e81472838b4e20246a268/,30000.0,sale,,Nabeul,17.0
13,Villa en vente,1290000 DT,Tunis,17 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/el-manar-1/villa-en-vente/6962120e0fe2505852624813/,1290000.0,sale,,Tunis,17.0
13,A vendre une villa avec piscine à Gammarth,3900000 DT,Tunis,17 hours ago,https://www.tayara.tn/item/maisons-et-villas/tunis/gammarth/a-vendre-une-villa-avec-piscine-gammarth/696907a0181355990922243d/,3900000.0,sale,,Tunis,17.0
13,À vendre terrain 707m² à Route Manzel Chaker km 6,125000 DT,Sfax,18 hours ago,https://www.tayara.tn/item/terrains-et-fermes/sfax/route-manzel-chaker/-vendre-terrain-707m-route-manzel-chaker-km-6/66bb633b93ade400e6b5deb3/,125000.0,sale,,Sfax,18.0
13,Terrain à vendre 610m² clôturé à Route el Ain km 3 (زنقة شاكر) 300m de la route principale,320000 DT,Sfax,18 hours ago,https://www.tayara.tn/item/terrains-et-fermes/sfax/route-el-ain/terrain-vendre-610m-cltur-route-el-ain-km-3-300m-de-la-route-principale/67d81503fd1c6385be371d90/,320000.0,sale,,Sfax,18.0
13,À vendre terrain avec une ancienne villa 1314m²à Route manzel chaker km 3,575000 DT,Sfax,18 hours ago,https://www.tayara.tn/item/terrains-et-fermes/sfax/route-menzel-chaker/-vendre-terrain-avec-une-ancienne-villa-1314m-route-manzel-chaker-km-3/68012de5fd1c6385be51fc12/,575000.0,sale,,Sfax,18.0
13,"Terrain à vendre 870m² R +2 à Route mharza km 5,sur la route principale",260000 DT,Sfax,18 hours ago,https://www.tayara.tn/item/terrains-et-fermes/sfax/route-mharza/terrain-vendre-870m-r-2-route-mharza-km-5sur-la-route-principale/68399d9aa2a7af12062277cd/,260000.0,sale,,Sfax,18.0
14,a vendre un terrain de 320m a jardin menzah 2,450000 DT,Ariana,18 hours ago,https://www.tayara.tn/item/terrains-et-fermes/ariana/les-jardins-el-menzah-2/a-vendre-un-terrain-de-320m-a-jardin-menzah-2/696e6c912838b4e202469902/,450000.0,sale,,Ariana,18.0
14,Maison à vendre,110 DT,Le Kef,19 hours ago,https://www.tayara.tn/item/maisons-et-villas/le-kef/kef-est/maison-vendre/696e61dc1813559909240b73/,110.0,sale,,Le Kef,19.0
14,A vendre S+3 a Ennkhilet,380000 DT,Ariana,19 hours ago,https://www.tayara.tn/item/appartements/ariana/tunis/a-vendre-s3-a-ennkhilet/69342084cd04d08be7465b11/,380000.0,sale,,Ariana,19.0
14,a vendre terrain a ariana soghra,330600 DT,Ariana,19 hours ago,https://www.tayara.tn/item/terrains-et-fermes/ariana/ariana-essoughra/a-vendre-terrain-a-ariana-soghra/690e1921145e1617cb9ee4d1/,330600.0,sale,,Ariana,19.0
14,A vendre villa s+2 a cité el ghazela,480000 DT,Ariana,19 hours ago,https://www.tayara.tn/item/maisons-et-villas/ariana/ghazela/a-vendre-villa-s2-a-cit-el-ghazela/68f621ca5709529b94aa44ad/,480000.0,sale,,Ariana,19.0
15,A vendre villa s+2 a cité el ghazela,480000 DT,Ariana,19 hours ago,https://www.tayara.tn/item/maisons-et-villas/ariana/ghazela/a-vendre-villa-s2-a-cit-el-ghazela/68f621ca5709529b94aa44ad/,480000.0,sale,,Ariana,19.0
15,A vendre terrain a Jabes,270000 DT,Ariana,19 hours ago,https://www.tayara.tn/item/terrains-et-fermes/ariana/sidi-thabet/a-vendre-terrain-a-jabes/68dd614507c7711d7c7a3e4f/,270000.0,sale,,Ariana,19.0
15,"À VENDRE – S+3 A SOKRA , SIDI SALAH .",200 DT,Ariana,19 hours ago,https://www.tayara.tn/item/appartements/ariana/la-soukra/-vendre-s3-a-sokra-sidi-salah-/696e5bc92838b4e2024690af/,200.0,sale,,Ariana,19.0
